PC1,Result
-207.7373134461559,0-1
-931.136375797804,1-0
317.14241369093725,1-0
-829.4903112501884,0-1
-973.2338720261043,0-1
445.3326441680306,1-0
-78.9896860504632,0-1
-652.0197014827268,1-0
-349.6758117169479,1-0
795.2285795276762,1-0
-470.8342546081567,1-0
163.01219614398042,1-0
-768.2644661026798,1-0
1514.4639324492805,1-0
-354.9191124808558,0-1
-156.97232763294278,1-0
-1468.0818414613268,1-0
316.0481830580452,0-1
37.2007405559807,0-1
-48.43687328704391,0-1
92.62906985606014,1-0
1444.7129447182128,1-0
128.9353459162512,0-1
382.94575779256274,1-0
-695.5927383686053,0-1
687.7134978370996,1-0
1069.2470702661462,0-1
375.9676299668663,0-1
-182.8500307038953,0-1
-435.7255615813133,0-1
740.3355501505202,0-1
-350.88139152194435,0-1
-660.8447345818868,1/2-1/2
-980.0084143541569,1-0
548.075271104592,1-0
-189.85198474023218,0-1
188.91841612603685,1-0
-282.14517942143857,0-1
-52.87270349312848,0-1
-238.94073696549867,0-1
173.9546729773997,1/2-1/2
-306.4012525947546,0-1
892.0857550788219,1-0
795.4431568641298,1-0
147.55703605974668,0-1
-802.952977812658,1-0
416.42618611578837,1-0
460.87389179820275,0-1
-255.50729096464556,1/2-1/2
269.1261319671762,0-1
-335.161012071841,1-0
639.3848575478146,0-1
-343.82582851166717,0-1
546.4402473588852,1/2-1/2
748.4257556034772,0-1
-20.088108215209104,0-1
613.360043325185,1-0
194.1385009417918,1-0
360.47461689782403,1-0
-717.0244218840926,0-1
-334.1754801295792,1-0
126.6746057914911,0-1
130.70345403946703,0-1
193.05321646969605,0-1
-1676.4758487822762,0-1
576.8803489845332,1-0
-283.3245763337577,0-1
1190.7072235423652,0-1
814.284675448172,0-1
712.031300992111,0-1
703.9378855814407,0-1
-234.82781872696205,0-1
30.368898728920158,1-0
771.6370930982025,1-0
-81.17620094835729,0-1
-749.19259152944,1-0
-1085.1597199825655,1-0
-838.0808290132895,0-1
350.612850350748,0-1
111.02740606563566,1/2-1/2
550.8329970670716,1-0
-1134.2558868396297,1-0
-512.4424983559575,0-1
-573.148240093436,0-1
-1437.561801069343,0-1
653.6718047854802,1-0
1122.5317674802627,0-1
-389.5084084736277,0-1
405.4177011767297,1-0
-252.58893576631363,1-0
436.67692078871914,0-1
-59.90089120839093,0-1
843.5762084274193,0-1
-231.36225050038593,0-1
562.0344710368986,1-0
53.82549811606077,1-0
168.58271285964565,0-1
637.4858521657975,1-0
59.46318628967492,1-0
990.9791516137198,1-0
-260.77607370429905,1-0
234.54045850863804,0-1
841.8780700707375,1-0
-1191.567273305652,1-0
454.61055750563264,1-0
1202.374561284556,0-1
-413.19249847793753,0-1
-1169.0363238711236,1/2-1/2
315.6570554649106,1-0
-63.97522742255069,0-1
-736.9126655794644,1-0
734.652373083331,1-0
-540.0904966688327,1-0
-899.8910868465114,1-0
-15.378061696210807,0-1
-380.96250273742316,1-0
774.9916059521115,1-0
936.0107780572198,0-1
-716.9130500483766,1-0
841.9499612791774,1-0
200.02305372430692,0-1
208.57763994450625,1-0
-1514.820143481661,0-1
-1154.3000182841438,1/2-1/2
-993.3966938246622,1-0
436.73964548678487,1-0
567.1650379994235,1-0
128.54691413181445,1-0
307.3715042991471,1-0
12.318781440281327,0-1
1003.6831978778432,1-0
554.6036842497288,0-1
